Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14
Phel_clc_contig_13234,28.9725694889687,-1.6830743589275,0.562615646738883,-2.99151715506525,0.00277594940711519,0.018084013663584,,,,,,,,,,,,,,
Phel_clc_contig_13239,18.189208592188,-1.62351929116277,0.593265819034373,-2.73657985859574,0.00620815246659363,0.0337318575724555,,,,,,,,,,,,,,
Phel_clc_contig_13241,49.8822786492101,1.20303749893474,0.45355653246776,2.65245325073177,0.00799091927887379,0.0410379261493063,Phel_clc_contig_13241,sp,Q58EM4,CF211_DANRE,47.72,438,217,6,1625,345,7,443,1E-133,403
Phel_clc_contig_13244,20.2243648064577,2.35987959153244,0.551960287042543,4.2754517796505,1.90750085387695E-05,0.000321508671225974,,,,,,,,,,,,,,
Phel_clc_contig_13255,12.60801501937,-1.93437196806401,0.719401026069009,-2.68886462205081,0.00716954885939391,0.0376344776934037,,,,,,,,,,,,,,
Phel_clc_contig_13258,39.9562494518953,-1.34167812335585,0.459781079785575,-2.91808032636219,0.00352193609996146,0.0217262576778267,,,,,,,,,,,,,,
Phel_clc_contig_13260,31.6795190752081,1.41548905366209,0.520756803200652,2.71813838045374,0.00656503748392019,0.0351936106804571,,,,,,,,,,,,,,
Phel_clc_contig_13263,36.7940712758345,-2.45118172578949,0.53423852688172,-4.58817850538918,4.4713023734614E-06,9.29152425884743E-05,,,,,,,,,,,,,,
Phel_clc_contig_1327,33.9085937329078,1.70760738593343,0.586356653517921,2.91223332367496,0.0035885447279663,0.0220335445160229,,,,,,,,,,,,,,
Phel_clc_contig_13273,24.1302903685917,-3.72365603611176,0.677696928428572,-5.49457416716656,3.91654303816244E-08,1.52348668965877E-06,,,,,,,,,,,,,,
Phel_clc_contig_13280,31.1803961491372,4.30745432688145,0.643693697523239,6.69177645121489,2.20477503918713E-11,1.87824885351928E-09,,,,,,,,,,,,,,
Phel_clc_contig_13281,13.4857296618008,-2.01601968947111,0.643852581269545,-3.13118211857741,0.00174104156207811,0.0125974594501324,,,,,,,,,,,,,,
Phel_clc_contig_13293,10.7275373399137,2.19277930986362,0.692051298473997,3.16852134328596,0.00153216498836041,0.0114016087888781,,,,,,,,,,,,,,
Phel_clc_contig_13301,61.1916940319311,-1.18690732655402,0.406366109698049,-2.92078324995152,0.00349152647309172,0.021594930653383,,,,,,,,,,,,,,
Phel_clc_contig_13317,16.7190288992822,-2.33377103690265,0.70804723577739,-3.29606687093457,0.00098048673914957,0.00804340907972504,Phel_clc_contig_13317,sp,O05218,YWRD_BACSU,35.07,268,169,2,804,1,121,383,4E-34,140
Phel_clc_contig_13330,21.4581917543193,-1.84306043186442,0.56431831887457,-3.26599433373006,0.00109080432075957,0.00871671177713936,,,,,,,,,,,,,,
Phel_clc_contig_13337,42.8826219694881,3.10721355463103,0.70455318077567,4.41019023036724,1.03279850365601E-05,0.000190445616340174,,,,,,,,,,,,,,
Phel_clc_contig_1334,436.874023184263,-1.55202223979318,0.325370050191696,-4.77002182247195,1.84205962385713E-06,4.38842067850385E-05,,,,,,,,,,,,,,
Phel_clc_contig_13354,21.7660276596063,2.1585724704089,0.622682041408382,3.46657254724521,0.000527139459446025,0.00489612955253592,,,,,,,,,,,,,,
Phel_clc_contig_13358,47.5283174964483,-2.40667934295806,0.600636034536499,-4.0068847098314,6.15248758557056E-05,0.000845495501996619,,,,,,,,,,,,,,
Phel_clc_contig_1336,44.2393485120461,-2.2965243760113,0.510557093470192,-4.49807554411225,6.8571333744585E-06,0.000135893947411505,,,,,,,,,,,,,,
Phel_clc_contig_13361,44.0486037299591,-2.32476028766568,0.59411571063816,-3.91297561407454,9.11657441197517E-05,0.0011668099690976,Phel_clc_contig_13361,sp,P09848,LPH_HUMAN,53.93,89,41,0,1459,1193,1282,1370,2E-24,111
Phel_clc_contig_13362,58.7548374523277,-1.10361918347353,0.391721672998809,-2.81735543255705,0.00484209077140507,0.0277483541650161,,,,,,,,,,,,,,
Phel_clc_contig_13372,99.0360963623827,-1.31399326351973,0.462283009029335,-2.84240008361706,0.00447752634715816,0.0261633732271715,Phel_clc_contig_13372,sp,Q96AB6,NTAN1_HUMAN,41.13,282,162,3,335,1171,26,306,2E-67,234
Phel_clc_contig_13383,178.452535844178,-1.19772224709053,0.335120359279856,-3.57400621574986,0.000351560577555724,0.00350388088599345,,,,,,,,,,,,,,
Phel_clc_contig_13386,50.5913346972628,-1.34279532887909,0.437181179508758,-3.07148475693288,0.00212997039179408,0.0147026669441341,,,,,,,,,,,,,,
Phel_clc_contig_1339,932.729785941867,1.24144896899699,0.330157809554947,3.76016841967319,0.000169799002157972,0.00195165190087188,,,,,,,,,,,,,,
Phel_clc_contig_13392,208.928876007138,-1.27380537105187,0.346078646612277,-3.68068178583395,0.000232611153775617,0.00251110676154447,,,,,,,,,,,,,,
Phel_clc_contig_1340,1402.58150955656,1.46033826278142,0.35610546133418,4.1008589346261,4.11619436742318E-05,0.000603078531949231,,,,,,,,,,,,,,
Phel_clc_contig_13403,212.728674114486,-2.17991547283143,0.516744819338539,-4.21855312574171,2.4587504175932E-05,0.000397688093745938,,,,,,,,,,,,,,
Phel_clc_contig_13412,60.1764331363671,-2.19799673476112,0.710391046235587,-3.09406593228963,0.00197433605202276,0.0138284318643722,,,,,,,,,,,,,,
Phel_clc_contig_13443,43.3762603110996,-1.65017888990947,0.543034232931835,-3.03881190141583,0.00237513100003799,0.0160153721459412,,,,,,,,,,,,,,
Phel_clc_contig_13447,32.091465805428,-1.47205855040654,0.513842674007265,-2.86480400494282,0.00417267416923533,0.0247741837225461,Phel_clc_contig_13447,sp,Q6P4R8,NFRKB_HUMAN,54.31,313,136,6,165,1094,355,663,1E-96,340
Phel_clc_contig_1345,1712.76881351976,1.12690107908567,0.417551079054506,2.69883407231853,0.00695828600189866,0.0367541897495612,,,,,,,,,,,,,,
Phel_clc_contig_13451,16.3809156243127,2.64450092081518,0.753773760630469,3.50834833863582,0.000450898238981641,0.00431483729962625,,,,,,,,,,,,,,
Phel_clc_contig_13453,21.1610219932985,-1.77234783601749,0.626199509438948,-2.83032453603397,0.00465008094574791,0.0269458522516454,,,,,,,,,,,,,,
Phel_clc_contig_13456,45.1658938839944,-1.55749815546684,0.559966293652655,-2.78141411924509,0.00541226484460256,0.0302434593898254,,,,,,,,,,,,,,
Phel_clc_contig_13458,10.8187313556578,2.34204843195643,0.739501168576056,3.16706522109513,0.00153985778549276,0.0114407665854271,,,,,,,,,,,,,,
Phel_clc_contig_13464,19.0015370000392,2.95925954275644,0.68736296233828,4.30523566863363,1.66808060595938E-05,0.000287591149893748,,,,,,,,,,,,,,
Phel_clc_contig_13466,64.4350514082584,-1.43920285455438,0.483340980633186,-2.97761396658109,0.00290501619701869,0.018743228218393,,,,,,,,,,,,,,
Phel_clc_contig_13470,274.086049251127,-2.13961123733097,0.428907800390966,-4.98851089996646,6.08464790152904E-07,1.66747694384407E-05,,,,,,,,,,,,,,
Phel_clc_contig_13487,7.62733845375558,2.58814530298427,0.797333985755817,3.24599897812068,0.00117039259584966,0.00920809920687908,Phel_clc_contig_13487,sp,Q80U30,CL16A_MOUSE,51.37,255,113,4,764,3,433,677,1E-76,255
Phel_clc_contig_13489,16.9218841497984,2.50172220731298,0.681334500852782,3.67179733916562,0.00024085064508407,0.00257203351956766,,,,,,,,,,,,,,
Phel_clc_contig_135,2843.50582070099,5.43304160896615,0.754435579064384,7.20146525393719,5.95689078336614E-13,6.52037109176943E-11,,,,,,,,,,,,,,
Phel_clc_contig_13504,198.1221674081,-1.1205532859989,0.396888428283703,-2.8233458225139,0.00475252779680463,0.027396154571476,,,,,,,,,,,,,,
Phel_clc_contig_13516,57.9433475071692,-1.2386053117493,0.479037644379197,-2.58561164510246,0.00972063859856918,0.0475475351767373,Phel_clc_contig_13516,sp,Q8N954,CCD75_HUMAN,47.89,213,106,1,1250,612,51,258,2E-42,155
Phel_clc_contig_13521,12.1114876225087,3.00316395077986,0.769062600394595,3.90496683786077,9.42383070193625E-05,0.00119880040963077,,,,,,,,,,,,,,
Phel_clc_contig_13535,11.179703108862,-2.24650600912605,0.724109920491803,-3.10243782822402,0.00191933858905404,0.0135352790907913,,,,,,,,,,,,,,
Phel_clc_contig_13542,7.78709115566853,2.17616041804587,0.667461201115806,3.26035493060563,0.00111272873019752,0.00884311684399696,Phel_clc_contig_13542,sp,Q0P4S0,LST2_XENTR,68.42,247,78,0,42,782,2,248,1E-119,370
Phel_clc_contig_13546,419.761654719257,-2.02619769368666,0.472944561866437,-4.28421818762528,1.83382884272611E-05,0.000310760536651706,,,,,,,,,,,,,,
Phel_clc_contig_13553,93.4710785785983,-2.83495794851851,0.624419426254457,-4.54015014478943,5.62141830552461E-06,0.000114539439868086,,,,,,,,,,,,,,
Phel_clc_contig_13554,54.8057294125668,-1.34288093383538,0.516379839584861,-2.60056809133946,0.00930695470564925,0.0460572727096752,,,,,,,,,,,,,,
Phel_clc_contig_13558,45.0399841872186,-1.38892131850589,0.497515659058771,-2.79171377466497,0.00524297116551056,0.0295802871240837,,,,,,,,,,,,,,
Phel_clc_contig_13561,89.7530731574707,-1.67794645418278,0.408397962317637,-4.10860633255984,3.98053924662531E-05,0.000588238715825861,,,,,,,,,,,,,,
Phel_clc_contig_13562,14.0259300689196,2.33178189806492,0.759472213947428,3.07026623916268,0.00213868030184128,0.014738262826781,Phel_clc_contig_13562,sp,Q5NVI9,DNJA1_PONAB,60.89,202,79,0,1047,442,176,377,1E-80,258
Phel_clc_contig_13564,222.233546420421,-1.55018089590359,0.391260894624584,-3.96201337062064,7.43203772511073E-05,0.000995184738624892,,,,,,,,,,,,,,
Phel_clc_contig_13569,10.734325182588,2.22094455761918,0.752745937202962,2.95045705045147,0.00317304156986222,0.0200396908530285,,,,,,,,,,,,,,
Phel_clc_contig_13573,8.28197987779538,1.92229618371906,0.692529400072203,2.77576112078223,0.00550726555786121,0.0306670478136211,Phel_clc_contig_13573,sp,P49088,ASNS_RAT,59.61,203,81,1,610,2,1,202,9E-84,267
Phel_clc_contig_13575,111.5946886461,1.89871630371989,0.721657635706583,2.63104858838061,0.00851218652657775,0.0430225330834575,Phel_clc_contig_13575,sp,Q00945,CONO_LYMST,41.13,141,79,2,2024,1611,10,149,1E-26,111
Phel_clc_contig_13581,28.5473001893121,-1.99859494293138,0.557110015379091,-3.58743315998621,0.000333949300558619,0.00337344555285605,,,,,,,,,,,,,,
Phel_clc_contig_13582,12.1234872758864,2.47913243039359,0.750540751549577,3.30312834483024,0.000956126163370532,0.0078760775588478,,,,,,,,,,,,,,
Phel_clc_contig_13585,117.347935787543,-1.73852382699831,0.467010408179848,-3.72266612595236,0.000197130121447688,0.00219423494072355,,,,,,,,,,,,,,
Phel_clc_contig_1359,75.7461116195122,3.16712771171039,0.777374313950217,4.07413475706018,4.61857342142649E-05,0.000666824246972365,,,,,,,,,,,,,,
Phel_clc_contig_13605,458.627455896876,-1.79487866574416,0.46596769800665,-3.85193796355932,0.000117186714272239,0.0014382491979162,,,,,,,,,,,,,,
Phel_clc_contig_13608,30.9439417720173,1.43158795954683,0.526467302005137,2.7192343267937,0.00654332353787668,0.0351271854510734,Phel_clc_contig_13608,sp,Q7ZUK7,WAC_DANRE,55.21,96,43,0,744,1031,462,557,2E-25,115
Phel_clc_contig_13613,17.5636557116907,-2.9736716642586,0.691318365887418,-4.30145040402827,1.6968375629538E-05,0.000292014266889682,,,,,,,,,,,,,,
Phel_clc_contig_13615,99.0334643995473,2.25668508532939,0.456488722319189,4.94357248052989,7.67038138784797E-07,2.05420014778113E-05,,,,,,,,,,,,,,
Phel_clc_contig_13618,52.745064118087,3.55081546325951,0.603250807792999,5.88613461828624,3.95332348096292E-09,1.91334758807426E-07,,,,,,,,,,,,,,
Phel_clc_contig_13620,33.4904693833705,-1.45181052512572,0.511942596011736,-2.83588538331441,0.00456988430656052,0.0266130845260913,Phel_clc_contig_13620,sp,Q01664,TFAP4_HUMAN,49.64,274,109,7,356,1114,16,281,3E-58,209
Phel_clc_contig_13624,10.5379630094944,2.00332630038211,0.735098699677481,2.72524805343969,0.0064253194026377,0.0345824723823499,,,,,,,,,,,,,,
Phel_clc_contig_13627,224.140823069951,-3.06282929889018,0.455138221086897,-6.72944867512107,1.70307145750219E-11,1.49133610839041E-09,,,,,,,,,,,,,,
Phel_clc_contig_13629,20.8289974509648,3.93012059855701,0.694097687522923,5.66220096854481,1.49443653584716E-08,6.40905618687801E-07,,,,,,,,,,,,,,
Phel_clc_contig_13639,46.7903754007132,-1.45887261387075,0.504327590529447,-2.89270831353726,0.00381935813929034,0.0231063803626026,,,,,,,,,,,,,,
Phel_clc_contig_1365,663.086824705945,2.20357390903409,0.621407338342353,3.54610216691723,0.000390974593924882,0.00382383308042793,Phel_clc_contig_1365,sp,Q9BYK8,PR285_HUMAN,32.21,1369,820,36,229,4206,1334,2637,2E-172,592
Phel_clc_contig_13658,34.5406349273931,-2.43251528644328,0.566513245398433,-4.29383656287238,1.75611770334008E-05,0.000300022032674989,,,,,,,,,,,,,,
Phel_clc_contig_13661,60.2289504363232,-1.86816584356844,0.4880668388997,-3.82768443719726,0.000129354449017221,0.00156112577669693,,,,,,,,,,,,,,
Phel_clc_contig_13664,80.6789099484831,-1.63785248130566,0.444552130358471,-3.68427540766694,0.000229354152433515,0.0024830653409234,,,,,,,,,,,,,,
Phel_clc_contig_13673,76.2005706808342,1.22804164554885,0.426658891843255,2.87827505538079,0.00399856334000145,0.0239141415988117,,,,,,,,,,,,,,
Phel_clc_contig_1368,271.865845570552,4.33895782653422,0.531762979679442,8.1595710727171,3.3621639529104E-16,6.59369382723376E-14,,,,,,,,,,,,,,
Phel_clc_contig_13682,14.7616838824981,2.76576864547812,0.679809370990953,4.06844736701184,4.7327448525062E-05,0.00067914167178456,,,,,,,,,,,,,,
Phel_clc_contig_13686,107.021472552171,2.23751316306291,0.439769185963141,5.08792619965522,3.62000178997025E-07,1.06277872787733E-05,Phel_clc_contig_13686,sp,Q8BJ03,COX15_MOUSE,58.81,403,159,4,420,1619,15,413,3E-143,428
Phel_clc_contig_13709,26.057088068088,2.740277479598,0.692510892191076,3.9570171538066,7.58914829298617E-05,0.00100833376790438,,,,,,,,,,,,,,
Phel_clc_contig_13712,28.2590186649824,1.93243337012217,0.66030741558073,2.92656620919913,0.00342726546676064,0.0213033193090614,,,,,,,,,,,,,,
Phel_clc_contig_13719,15.7910557872742,4.74512244915856,0.750183650421459,6.32528107816361,2.52772039912081E-10,1.66396475364502E-08,,,,,,,,,,,,,,
Phel_clc_contig_1372,5772.21548414815,2.23824582304437,0.318991846117062,7.01662393659737,2.27293292303509E-12,2.3006724807517E-10,,,,,,,,,,,,,,
Phel_clc_contig_13725,25.3794292000848,-2.48979956227689,0.657194288745784,-3.78852890981223,0.000151541960725123,0.00177983811264622,,,,,,,,,,,,,,
Phel_clc_contig_13732,62.0587879647408,-1.76338822649887,0.582526523554955,-3.0271380876145,0.00246881149654199,0.0165057933399844,Phel_clc_contig_13732,sp,Q9H981,ARP8_HUMAN,56.75,585,244,4,137,1867,41,624,0,672
Phel_clc_contig_13744,91.9750836388425,-1.14490303088042,0.440865375371444,-2.59694477008043,0.00940570463226345,0.0463684737134391,,,,,,,,,,,,,,
Phel_clc_contig_13758,72.0181833381802,-1.94366868862863,0.420919675740637,-4.61767125808175,3.88070381978377E-06,8.23697979876766E-05,,,,,,,,,,,,,,
Phel_clc_contig_1376,857.041306870122,-1.78507821423941,0.297238858670106,-6.00553447899154,1.90702631729593E-09,1.01998819533325E-07,Phel_clc_contig_1376,sp,Q3SY69,AL1L2_HUMAN,68.95,905,277,4,218,2926,21,923,0,1294
Phel_clc_contig_13775,24.2321545821239,-2.21616820499651,0.667840553502432,-3.31840915226547,0.000905317666064309,0.00753844126448153,,,,,,,,,,,,,,
Phel_clc_contig_13779,27.3182543092841,-1.32167772046455,0.495552642948486,-2.66707834025606,0.00765138343084828,0.0397605840056805,,,,,,,,,,,,,,
Phel_clc_contig_1378,537.615301294706,2.11412145987006,0.568798966407335,3.71681663422024,0.00020174875564813,0.00223460844981257,Phel_clc_contig_1378,sp,Q13045,FLII_HUMAN,59.24,211,86,0,5729,5097,1054,1264,2E-69,261
Phel_clc_contig_13784,23.7629141594297,-1.86534570753679,0.687774290750962,-2.71214805877677,0.00668487265389415,0.035713989062107,,,,,,,,,,,,,,
Phel_clc_contig_1379,200.977634660557,1.62048544053902,0.518088730321471,3.12781449527675,0.00176111295369781,0.0126987642969241,,,,,,,,,,,,,,
Phel_clc_contig_13790,97.591786196465,3.0997641752417,0.447692185768963,6.92387375472613,4.39457579266298E-12,4.26477723961165E-10,,,,,,,,,,,,,,
Phel_clc_contig_13791,27.0535365904767,2.34228257082518,0.517575756728705,4.5254874100545,6.02564687580184E-06,0.00012185268929186,,,,,,,,,,,,,,
Phel_clc_contig_138,253.487527927373,-0.996961451832196,0.32647338193973,-3.05372966674583,0.0022601564660727,0.0154062149843413,,,,,,,,,,,,,,
Phel_clc_contig_1380,1579.84192493144,-1.66081591616695,0.472462982967176,-3.5152297133135,0.000439373756954497,0.00421830174512102,,,,,,,,,,,,,,
Phel_clc_contig_13831,19.0596423242766,-1.53940498789395,0.591158309244519,-2.60404863438571,0.00921296824262959,0.045657423823108,Phel_clc_contig_13831,sp,P70541,EI2BG_RAT,43.35,466,228,9,1552,221,1,452,5E-112,347
Phel_clc_contig_1384,3367.89770627235,2.28499713864375,0.438382487661457,5.21233672182715,1.86476675815277E-07,5.91043160871081E-06,,,,,,,,,,,,,,
Phel_clc_contig_13846,72.8972310846962,-1.77471766463051,0.544985027837673,-3.25645214818473,0.00112813944381773,0.00893541493847555,,,,,,,,,,,,,,
Phel_clc_contig_13847,41.5431175792607,-1.78909399635449,0.565160017183477,-3.16564148552227,0.00154741386152567,0.0114923711127984,,,,,,,,,,,,,,
Phel_clc_contig_13848,60.7188437305052,2.40108883878184,0.503014745575823,4.77339652545017,1.81144638282261E-06,4.33343088302429E-05,Phel_clc_contig_13848,sp,Q4PLW0,PLIN2_PIG,29.68,401,234,6,200,1291,12,401,4E-43,162
Phel_clc_contig_13853,26.8085809146506,-1.31689302097709,0.506467553255276,-2.60015278868879,0.00931822622365014,0.0460820186794487,Phel_clc_contig_13853,sp,P08635,SAST_RAT,40.76,238,136,2,1117,404,28,260,2E-59,201
Phel_clc_contig_13857,93.2434499111932,-1.67352825548885,0.417360122008539,-4.00979434123945,6.07716553257643E-05,0.000837590010847851,,,,,,,,,,,,,,
Phel_clc_contig_1386,3024.47442633995,7.86447696158412,0.637793921860538,12.3307493094984,6.18687082208952E-35,1.05891106334072E-31,,,,,,,,,,,,,,
Phel_clc_contig_13864,12.6668534040044,2.27941817592968,0.789498153117426,2.88717353793562,0.00388719766883208,0.0233943334346549,Phel_clc_contig_13864,sp,Q6A009,LTN1_MOUSE,30.99,355,214,10,3,1052,1197,1525,3E-38,152
Phel_clc_contig_13866,594.286166442606,-2.55434590455817,0.44092910242872,-5.79309891428885,6.90993822766219E-09,3.14235282638155E-07,,,,,,,,,,,,,,
Phel_clc_contig_13868,96.5025639332421,-1.62137388293166,0.465060003418418,-3.48637567413618,0.000489612905453514,0.00460206798351139,Phel_clc_contig_13868,sp,Q0V9E9,SETD8_XENTR,57.14,182,78,0,311,856,153,334,5E-56,204
Phel_clc_contig_1387,448.749275176907,1.77151949382127,0.404082815483588,4.38405056077725,1.16492717237269E-05,0.000211088391475077,,,,,,,,,,,,,,
Phel_clc_contig_13878,9.30299527405275,2.920878870737,0.762919348451821,3.82855524199811,0.000128897701185937,0.00155761041092916,,,,,,,,,,,,,,
Phel_clc_contig_13885,286.354557354868,-2.05336387158714,0.675742040524837,-3.03868007086303,0.00237617049759299,0.0160153721459412,,,,,,,,,,,,,,
Phel_clc_contig_1389,1028.63876820489,5.12690793964748,0.578490725295992,8.86255857779609,7.81987003670279E-19,2.23067716940914E-16,,,,,,,,,,,,,,
Phel_clc_contig_13891,71.4658382527388,-1.42520929980504,0.480754311441968,-2.96452733940188,0.00303148305093206,0.0193930449880727,,,,,,,,,,,,,,
Phel_clc_contig_13899,160.219722372999,1.22718442628421,0.421456586104709,2.91176948407996,0.00359387750124788,0.0220468985715196,,,,,,,,,,,,,,
Phel_clc_contig_139,588.368401827444,-1.12919140729827,0.312314154838836,-3.61556269481595,0.000299695929787494,0.00308663855038794,,,,,,,,,,,,,,
Phel_clc_contig_13902,29.4099865535907,3.53523694841118,0.639544115507455,5.52774525273538,3.24372594866626E-08,1.28567638811663E-06,,,,,,,,,,,,,,
Phel_clc_contig_13906,92.5429457396598,2.8101611527759,0.616488280271247,4.55833669950622,5.15603316168272E-06,0.000105858927300982,Phel_clc_contig_13906,sp,Q8IVF7,FMNL3_HUMAN,50.13,373,180,4,3164,2058,635,1005,7E-102,350
Phel_clc_contig_13913,21.1705781385865,2.0022373770749,0.600669410773665,3.3333433352233,0.000858089815498309,0.00722184039176873,,,,,,,,,,,,,,
Phel_clc_contig_13919,356.22598664738,-2.69976548706458,0.420915037618885,-6.41403904773073,1.41713884787696E-10,9.99268655017958E-09,,,,,,,,,,,,,,
Phel_clc_contig_13928,219.720379849197,-0.990659308201758,0.386017671318144,-2.5663574022892,0.010277287268267,0.0496002274800468,,,,,,,,,,,,,,
Phel_clc_contig_13933,345.327692811521,-1.7534218494836,0.448386145237578,-3.91051745935314,9.20986023860959E-05,0.00117555280482917,,,,,,,,,,,,,,
Phel_clc_contig_13938,11.030747793731,2.71452269658635,0.753085112932017,3.60453639299519,0.000312710630178718,0.00319273483425961,,,,,,,,,,,,,,
Phel_clc_contig_13951,32.7713003617655,1.45670289814197,0.534814523059925,2.72375344223543,0.00645446717443474,0.0347195009980237,Phel_clc_contig_13951,sp,Q8K1T0,TMPS3_MOUSE,35.88,262,148,7,2055,1291,202,450,8E-41,159
Phel_clc_contig_13952,59.4001442465953,2.46786850921795,0.515191748872369,4.79019416483188,1.66620003412832E-06,4.04768361839146E-05,,,,,,,,,,,,,,
Phel_clc_contig_13955,11.1508816772247,-2.77112939831062,0.723768363778922,-3.82875176229321,0.000128794834294383,0.00155736695263992,,,,,,,,,,,,,,
Phel_clc_contig_1396,1042.11281202448,-1.91221188293239,0.604119720136208,-3.16528631527084,0.00154930414177551,0.0114973390134834,,,,,,,,,,,,,,
Phel_clc_contig_13974,378.309987662396,-2.94835165275705,0.401794351723259,-7.33796192035016,2.16870847282257E-13,2.70399168330003E-11,Phel_clc_contig_13974,sp,Q28FF3,MFS7A_XENTR,39.59,442,231,7,523,1836,58,467,3E-65,234
Phel_clc_contig_13975,46.3620871654986,1.71157087630349,0.62293292483593,2.74760059721404,0.00600330895396207,0.0329133074188247,Phel_clc_contig_13975,sp,P40937,RFC5_HUMAN,78.62,318,68,0,128,1081,23,340,0,542
Phel_clc_contig_1398,3286.65962483968,2.51477414658565,0.346957459303567,7.24807632507297,4.22732391507365E-13,4.91282884870936E-11,Phel_clc_contig_1398,sp,O60879,DIAP2_HUMAN,46.86,478,248,3,5793,4360,622,1093,5E-107,375
Phel_clc_contig_13980,212.534108788062,-1.53846774806384,0.410430188290433,-3.7484273622075,0.000177946857106424,0.00201941258513722,,,,,,,,,,,,,,
Phel_clc_contig_13982,58.1491364024847,-2.42119073767287,0.597382547106247,-4.05299878511893,5.05652651153627E-05,0.000717401843501834,,,,,,,,,,,,,,
Phel_clc_contig_13987,202.891501151136,-2.53660989777575,0.593962104106929,-4.27065949197171,1.94895783484758E-05,0.000327616331756031,Phel_clc_contig_13987,sp,Q96PS8,AQP10_HUMAN,41.18,289,164,3,178,1032,9,295,4E-77,250
Phel_clc_contig_13995,120.338594462417,-1.64531477415028,0.377750438969459,-4.35556019111152,1.32727037343488E-05,0.000235740748308099,,,,,,,,,,,,,,
Phel_clc_contig_14,4482.55569078724,2.84330039215758,0.4465106698927,6.36782183243426,1.91731445891226E-10,1.31962520530424E-08,,,,,,,,,,,,,,
Phel_clc_contig_1400,1311.68635801115,-4.56664287937017,0.470279402042157,-9.71048882757746,2.72029339898693E-22,1.2491454590909E-19,,,,,,,,,,,,,,
Phel_clc_contig_14005,24.5381911454151,2.23006688071557,0.704716393501729,3.16448844000122,0.00155355833488886,0.0115243667340238,,,,,,,,,,,,,,
Phel_clc_contig_14008,122.745445926547,-1.57530528461438,0.470208169028578,-3.35022951189655,0.000807446268933811,0.00688798862945939,,,,,,,,,,,,,,
Phel_clc_contig_1401,8898.64538742744,-5.37026131920106,0.741975950831918,-7.23778353352264,4.56076587654399E-13,5.23570360717644E-11,,,,,,,,,,,,,,
Phel_clc_contig_14014,84.9331782962202,-2.57243463658655,0.507113186266406,-5.07270310899617,3.92204157520717E-07,1.14127166516886E-05,,,,,,,,,,,,,,
Phel_clc_contig_14016,10.3623816659358,3.91561840327817,0.728896878095033,5.37197856233328,7.7877369226457E-08,2.78215793249811E-06,Phel_clc_contig_14016,sp,Q566I3,HYOU1_XENLA,65.98,241,79,1,3,725,177,414,4E-105,324
Phel_clc_contig_14021,74.6367285587686,1.28476094620776,0.35815959196504,3.58711863378818,0.000334352228269474,0.00337344555285605,,,,,,,,,,,,,,
Phel_clc_contig_14023,28.7536053913932,-1.92982623494224,0.701530460454643,-2.75088017374409,0.00594353799994099,0.032680779767783,,,,,,,,,,,,,,
Phel_clc_contig_14029,71.0095884197857,2.23245984151002,0.568329676317286,3.928107108494,8.56170809397978E-05,0.00111282689819673,,,,,,,,,,,,,,
Phel_clc_contig_14038,59.1274939428714,-2.8601348729083,0.682389537305672,-4.19135217723469,2.77296833771267E-05,0.00043871155373207,,,,,,,,,,,,,,
Phel_clc_contig_14042,135.667146679454,-2.56617797212226,0.727765601869495,-3.52610506120407,0.000421719636290373,0.00407373811823441,,,,,,,,,,,,,,
Phel_clc_contig_14044,51.2172591295428,-1.81936759479167,0.537844070655836,-3.3827045682091,0.000717757993042077,0.0063006858989076,,,,,,,,,,,,,,
Phel_clc_contig_14046,110.145003366166,-1.34104745025352,0.459617497153521,-2.91774673192127,0.00352570591148658,0.0217278118479731,,,,,,,,,,,,,,
Phel_clc_contig_14069,32.6974411540002,1.39673888334473,0.445900168800369,3.13240267906258,0.00173381897777373,0.0125596806058276,,,,,,,,,,,,,,
Phel_clc_contig_14070,57.1977374694272,1.33300540963857,0.418723129492945,3.18350078070152,0.00145505720937224,0.0109577448323404,,,,,,,,,,,,,,
Phel_clc_contig_14075,7.40703170418266,2.01293157226528,0.704742307594397,2.85626611397337,0.00428655691204342,0.0252908201137704,,,,,,,,,,,,,,
Phel_clc_contig_1408,145.875577123677,1.63181001001749,0.521194091650304,3.13090657810519,0.00174267587721814,0.0126044405456727,,,,,,,,,,,,,,
Phel_clc_contig_14081,8.24083933455789,2.92232694905287,0.768019915580685,3.8050145442431,0.000141795858590097,0.00168747827413132,,,,,,,,,,,,,,
Phel_clc_contig_14082,60.8673997395145,-1.7231365631035,0.570624484654037,-3.01973821566422,0.00252993253093452,0.0167951480112498,,,,,,,,,,,,,,
Phel_clc_contig_1409,527.882802048976,3.59640869841172,0.564930250531017,6.36611102880614,1.93881110340442E-10,1.32734533250164E-08,,,,,,,,,,,,,,
Phel_clc_contig_14096,73.5038083009375,1.13289375394987,0.440106095735468,2.57413783841526,0.0100490229962129,0.0487988021536497,,,,,,,,,,,,,,
Phel_clc_contig_14098,16.9531822843909,2.02209352726154,0.76961020033924,2.62742558033951,0.00860336583305906,0.0433553448980201,,,,,,,,,,,,,,
Phel_clc_contig_14109,168.478177221174,-1.52798207057905,0.41535701399726,-3.67871979787762,0.000234407626601916,0.00252038400116178,,,,,,,,,,,,,,
